country,region,habitatcode,habitatname,priority,range_surface_area,range_trend,complementary_favourable_range,complementary_favourable_range_q,coverage_surface_area,coverage_surface_area_min,coverage_surface_area_max,coverage_trend,complementary_favourable_area,complementary_favourable_area_q,method_range,conclusion_range,method_area,conclusion_area,method_structure,conclusion_structure,method_future,conclusion_future,method_assessment,conclusion_assessment,conclusion_assessment_trend,conclusion_assessment_prev,conclusion_assessment_trend_prev,conclusion_assessment_change,conclusion_assessment_trend_change,target1,future_range,future_area,future_structure,backcasted_2007,hab_condition_trend,hab_condition_good_best,hab_condition_good_min,hab_condition_good_max,hab_condition_notgood_best,hab_condition_notgood_min,hab_condition_notgood_max,hab_condition_unknown_best,hab_condition_unknown_min,hab_condition_unknown_max,use_for_statistics
EU28,MED,8210,Calcareous rocky slopes with chasmophytic vegetation,N,420157,U,420157,aeq,2182,1996,2369,D,2182,aeq,1,XX,2GD,XX,2GD,U1,2GD,XX,MTX,U1,D,XX,Unk,nong,nong,C,,,,XX,S,1504,1340,1668,169,56,281,605,602,609,Yes
EU28,BLS,8210,Calcareous rocky slopes with chasmophytic vegetation,N,4700,S,4700,aeq,3.77,,,S,3.77,aeq,0MS,FV,0MS,FV,0MS,XX,0MS,U1,MTX,U1,S,U1,S,nc,nc,D,,,,U1,Unk,,,,,,,3.77,3.77,3.77,Yes
EU28,CON,8210,Calcareous rocky slopes with chasmophytic vegetation,N,287710,S,287710,aeq,4666,4652,4680,S,4666,aeq,0EQ,FV,2GD,FV,2GD,U1,2GD,U1,MTX,U1,S,U1,S,nc,nc,D,,,,U1,S,4046,3841,4250,56,2.23,110,357,206,508,Yes
EU28,PAN,8210,Calcareous rocky slopes with chasmophytic vegetation,N,6133,,6133,aeq,2.36,2.21,2.51,,2.36,aeq,0EQ,FV,0EQ,FV,0EQ,FV,0EQ,FV,MTX,FV,S,FV,S,nc,nc,A=,,,,FV,S,0.37,0.22,0.52,0.001,0.001,0.001,0.35,0.35,0.35,Yes
EU28,PAN,8230,Siliceous rock with pioneer vegetation of the Sedo-Scleranthion or of the Sedo albi-Veronicion dillenii,N,4775,S,4775,aeq,0.46,0.44,0.49,Unk,0.46,aeq,0EQ,FV,1,XX,1,U1,2XA,U1,MTX,U1,S,U1,S,nc,nc,D,,,,U1,S,0.33,0.31,0.36,0.02,0.02,0.02,0.1,0.1,0.1,Yes
EU28,MED,8230,Siliceous rock with pioneer vegetation of the Sedo-Scleranthion or of the Sedo albi-Veronicion dillenii,N,117400,S,117400,aeq,241,232,249,D,241,x,0EQ,FV,2GD,XX,2GD,U1,2GD,XX,MTX,U1,S,XX,,nong,nong,D,,,,XX,Unk,47,47,47,12,12,12,177,170,185,Yes
EU28,BOR,8230,Siliceous rock with pioneer vegetation of the Sedo-Scleranthion or of the Sedo albi-Veronicion dillenii,N,291300,S,291300,aeq,87,,,D,87,mmt,0EQ,FV,1,U2,1,U2,2XA,U2,MTX,U2,D,U2,D,nc,nc,C,,,,U2,S,60.4,59.4,61.4,26.6,25.6,27.6,,,,Yes
EU28,CON,8230,Siliceous rock with pioneer vegetation of the Sedo-Scleranthion or of the Sedo albi-Veronicion dillenii,N,190242,S,190242,aeq,1170,1119,1221,S,1170,mt,2GD,FV,2GD,U1,2GD,U1,2GD,U1,MTX,U1,D,U1,S,nc,nong,C,,,,U1,D,716,615,816,1.84,1.51,2.18,171.4,121.4,221.4,Yes
EU28,MAC,8230,Siliceous rock with pioneer vegetation of the Sedo-Scleranthion or of the Sedo albi-Veronicion dillenii,N,1000,S,,x,17,14,18,S,17,x,0MS,XX,0MS,XX,0MS,XX,0MS,XX,MTX,XX,Unk,XX,Unk,nc,nc,D,,,,FV,S,,,,3.2,2.8,3.6,13,11,14,Yes
EU28,ALP,8230,Siliceous rock with pioneer vegetation of the Sedo-Scleranthion or of the Sedo albi-Veronicion dillenii,N,78413,I,79053,lt,746,711,782,D,746,aeq,2GD,FV,2GD,U1,2GD,XX,2GD,U1,MTX,U1,S,U1,D,nc,nong,D,,,,U1,Unk,443,300,586,43,0.01,86,178,75,282,Yes
EU28,BLS,8230,Siliceous rock with pioneer vegetation of the Sedo-Scleranthion or of the Sedo albi-Veronicion dillenii,N,3800,S,3800,aeq,2.31,,,S,2.31,aeq,0MS,FV,0MS,FV,0MS,XX,0MS,U1,MTX,U1,S,U1,S,nc,nc,D,,,,U1,Unk,,,,,,,2.31,2.31,2.31,Yes
EU28,ATL,8230,Siliceous rock with pioneer vegetation of the Sedo-Scleranthion or of the Sedo albi-Veronicion dillenii,N,68838,S,68838,aeq,470,470,470,S,470,x,0EQ,FV,2GD,XX,2GD,XX,2GD,U1,MTX,U1,S,XX,S,nong,nc,D,,,,XX,Unk,75,74,77,14,13,14,383,383,384,Yes
EU28,STE,8230,Siliceous rock with pioneer vegetation of the Sedo-Scleranthion or of the Sedo albi-Veronicion dillenii,N,600,S,600,aeq,400,,,S,400,aeq,0MS,FV,0MS,FV,0MS,FV,2XA,FV,MTX,FV,S,FV,S,nc,nc,A=,,,,FV,S,275,200,350,,,,125,50,150,Yes
EU28,ATL,9110,Luzulo-Fagetum beech forests,N,66912,S,66912,aeq,414.41,410.89,417.93,I,414.41,aeq,1,FV,1,FV,1,U1,2XA,U1,MTX,U1,I,U1,S,nc,gen,B1,good,good,poor,U1,S,126.63,125.18,128.08,53.36,51.91,54.81,234.41,234.41,234.41,Yes
EU28,PAN,9110,Luzulo-Fagetum beech forests,N,,S,,aeq,13,13,13,S,13.2,lt,2XA,FV,1,FV,1,U1,2XA,FV,MTX,U1,S,U1,S,nc,nc,D,good,good,good,U1,S,9.19,9.19,9.19,1.19,1.19,1.19,2.61,2.61,2.61,Yes
EU28,CON,9110,Luzulo-Fagetum beech forests,N,714720,S,716920,aeq,16112.73,15768.13,16458.35,I,16327.24,lt,1,FV,1,FV,1,U2,2XA,U1,MTX,U2,S,U1,S,nong,nc,D,good,good,poor,U1,S,10631.26,10223.99,11038.53,4073.47,3666.2,4480.74,1422.94,1190.34,1655.54,Yes
EU28,ALP,9110,Luzulo-Fagetum beech forests,N,227270.36,S,,aeq,10386.5,10165.25,10607.74,S,10567.69,lt,1,FV,1,FV,1,U1,2XA,U1,MTX,U1,S,U1,S,nc,nc,D,good,good,poor,U1,S,7515.34,7408.59,7622.09,619.29,512.69,725.89,2251.04,2029.79,2472.28,Yes
EU28,BOR,9110,Luzulo-Fagetum beech forests,N,37000,S,37000,aeq,20,20,20,I,20,aeq,0MS,FV,0MS,FV,0MS,U1,0MS,U1,MTX,U1,S,U2,I,nong,nong,D,good,good,poor,U2,Unk,11,11,11,3,3,3,6,6,6,Yes
EU28,MED,9110,Luzulo-Fagetum beech forests,N,,S,,aeq,1547.41,1536.84,1557.97,S,1547.41,aeq,2XA,FV,1,FV,1,U1,2XA,FV,MTX,U1,S,FV,S,nong,nc,D,good,good,good,FV,S,1261.9,1261.9,1261.9,40.09,40.09,40.09,245.42,234.84,255.98,Yes
EU28,CON,91B0,Thermophilous Fraxinus angustifolia woods,N,2000,S,,mmt,,0.08,1.14,D,,mmt,0MS,U2,0MS,U2,0MS,U2,0MS,U2,MTX,U2,D,U2,Unk,nc,nong,C,bad,bad,bad,U2,D,,,,0.01,0.01,0.01,0.6,0.07,1.13,Yes
EU28,MED,91B0,Thermophilous Fraxinus angustifolia woods,N,201900,Unk,,x,,,,D,,mt,1,XX,2GD,U1,2GD,U1,2GD,XX,MTX,U1,Unk,U1,S,nc,nong,D,unknown,unknown,unknown,U1,Unk,,,,,,,,,,Yes
EU28,ATL,91D0,Bog woodland,Y,118116.32,S,118116.32,aeq,177.99,168.64,193.43,D,,x,1,FV,1,U1,2XA,U2,2XA,U1,MTX,U2,D,U2,S,nc,nong,C,good,poor,unknown,U2,Unk,51.21,46.21,56.21,74.5,67.26,81.74,67.61,65.11,70.11,Yes
EU28,MAC,91D0,Bog woodland,Y,3100,D,3410,mt,132,120,140,D,,mt,0MS,U2,0MS,U2,0MS,U1,0MS,U1,MTX,U2,D,U1,S,gen,gen,C,good,poor,poor,U1,D,,55,68,,68,75,,,,Yes
EU28,BOR,91D0,Bog woodland,Y,911941,S,911941,aeq,40871.8,40543,41200.6,S,42771.8,lt,0EQ,FV,1,U1,0EQ,U1,0EQ,U1,MTX,U1,D,U1,D,nc,nc,C,good,,poor,U1,D,6724.62,3061,10388.25,4426.07,1421,7431.15,22754.6,22724.6,22784.6,Yes
EU28,PAN,91D0,Bog woodland,Y,100,S,100,aeq,0.01,,,S,0.01,aeq,0MS,FV,0MS,FV,0MS,U1,0MS,FV,MTX,U1,S,U1,D,nc,nong,D,good,good,good,U1,S,0.01,0.01,0.01,,,,,,,Yes
EU28,CON,91D0,Bog woodland,Y,412718,S,412718,aeq,1149.18,1139.22,1159.14,S,1149,mt,1,FV,1,U1,2XA,U1,2XA,U1,MTX,U1,D,U1,S,nc,gen,C,,,,U1,D,563.71,,,447.83,,,134.35,,,Yes
EU28,ALP,91D0,Bog woodland,Y,161565.3,S,162895.3,lt,2348.35,2347.05,2349.65,S,2354.75,lt,1,FV,1,FV,2XA,XX,2XA,FV,MTX,FV,S,FV,S,nc,nc,A=,,,,FV,S,213.41,,,14.45,,,2078.91,,,Yes
EU28,ATL,91T0,Central European lichen Scots pine forests,N,388,S,,mmt,0.24,0.15,0.32,D,,mmt,0MS,U2,0MS,U2,0MS,U2,0MS,U2,MTX,U2,D,U2,D,nc,nc,C,bad,bad,bad,U2,Unk,,0.16,0.16,,0.08,0.08,,,,Yes
EU28,CON,91T0,Central European lichen Scots pine forests,N,138616,S,138616,aeq,175.28,175.04,175.52,D,175.28,mt,1,FV,1,U1,2XA,U2,0EQ,U2,MTX,U2,D,U2,D,nc,nc,C,good,poor,bad,U2,D,70.24,39.81,100.67,100.95,70.27,131.63,,,,Yes
EU28,PAN,91T0,Central European lichen Scots pine forests,N,302.08,D,,mt,4,,,D,,mt,0MS,U1,0MS,U2,0MS,U1,0MS,XX,MTX,U2,D,U2,D,,,C,poor,unknown,unknown,U2,Unk,,,,,,,,4,4,Yes
EU28,BOR,91T0,Central European lichen Scots pine forests,N,15482.83,Unk,15482.83,,97.26,96.67,97.86,Unk,97.26,mt,2XA,XX,2XA,U2,2XA,U1,2XA,U2,MTX,U2,Unk,U2,D,nong,nong,D,good,bad,poor,U2,D,22.86,22.33,23.4,2.54,2.48,2.6,73.88,71.86,71.86,Yes
EU28,MAC,9370,Palm groves of Phoenix,Y,1248,S,1248,aeq,23.85,23.85,23.85,S,23.85,aeq,0MS,FV,0MS,FV,0MS,U1,0MS,FV,MTX,U1,S,U1,S,nc,nc,D,,,,U1,S,9.95,9.95,9.95,0,0,0,13.9,13.9,13.9,Yes
EU28,MED,9370,Palm groves of Phoenix,Y,36,S,36,aeq,1.28,,,S,1.29,lt,0MS,FV,0MS,U1,0MS,U1,0MS,FV,MTX,U1,I,U1,S,nc,nong,C,,,,FV,I,0,0,0,0.26,0.26,0.26,1.02,1.02,1.02,Yes
EU28,MED,62D0,Oro-Moesian acidophilous grasslands,N,36,Unk,,x,4.18,,,Unk,,x,0MS,XX,0MS,XX,0MS,XX,0MS,XX,MTX,XX,Unk,XX,Unk,nc,nc,D,,,,XX,Unk,0,,,0,,,4.18,,,Yes
EU28,CON,62D0,Oro-Moesian acidophilous grasslands,N,11600,Unk,11600,,54.25,,,Unk,54.25,,0MS,XX,0MS,XX,0MS,XX,0MS,U1,MTX,U1,Unk,U1,S,nc,nong,D,,,,U1,Unk,0,,,0,,,54.25,,,Yes
EU28,ALP,62D0,Oro-Moesian acidophilous grasslands,N,15400,I,15400,,286.51,,,S,286.51,,0MS,FV,0MS,FV,0MS,XX,0MS,U1,MTX,U1,S,U1,S,nc,nc,D,,,,U1,Unk,,,,,,,286.51,,,Yes
EU28,STE,6510,"Lowland hay meadows (Alopecurus pratensis, Sanguisorba officinalis)",N,1200,S,1200,aeq,700,,,S,700,aeq,0MS,FV,0MS,FV,0MS,FV,0MS,FV,MTX,FV,S,FV,S,nc,nc,A=,good,good,good,FV,S,550,500,600,0,0,0,50,0,100,Yes
EU28,CON,6510,"Lowland hay meadows (Alopecurus pratensis, Sanguisorba officinalis)",N,888844,S,911294,aeq,76725.03,15629.33,137745.42,D,76725.03,mt,1,U1,2GD,U2,2GD,U2,2GD,U2,MTX,U2,D,U2,D,nc,nc,C,,,,U1,D,65575.22,7551.82,131598.61,65985.42,4053.57,127917,63341.33,2966.42,123716.25,Yes
EU28,BOR,6510,"Lowland hay meadows (Alopecurus pratensis, Sanguisorba officinalis)",N,422340,S,425160,lt,417.89,409.89,425.9,I,417.89,mmt,1,FV,2XA,FV,1,U1,2XA,U1,MTX,U1,S,U2,D,nong,nong,D,,,,U2,Unk,189.4,189.4,189.4,99.35,95,103.69,122.63,116.79,128.47,Yes
EU28,ALP,6510,"Lowland hay meadows (Alopecurus pratensis, Sanguisorba officinalis)",N,215474.16,I,,x,4445.54,4226.28,4664.8,I,4446.54,mt,2GD,U1,2GD,U1,2GD,U1,2GD,U2,MTX,U2,D,U2,D,nc,nc,C,,,,U2,D,1334.32,914.44,1754.2,281.05,137.49,424.61,1978.36,1882.3,2074.42,Yes
EU28,ATL,6510,"Lowland hay meadows (Alopecurus pratensis, Sanguisorba officinalis)",N,397046.37,S,408146.37,x,4376.89,4341.89,4411.89,D,4376,mmt,2GD,FV,2GD,U2,2GD,U2,2GD,U2,MTX,U2,D,U2,D,nc,nc,C,,,,U2,D,711.37,373.08,1049.66,1752.36,89.61,3415.11,2287.7,636.92,3938.49,Yes
EU28,PAN,6510,"Lowland hay meadows (Alopecurus pratensis, Sanguisorba officinalis)",N,66618.15,S,66618.15,,1031.85,1021.85,1041.85,S,1064.62,lt,0EQ,FV,2GD,U1,2GD,U2,2GD,U2,MTX,U2,D,U1,S,nong,nong,C,good,,,U1,D,628.77,575.77,681.77,74.45,71.45,77.45,253.62,224.62,282.62,Yes
EU28,MED,6510,"Lowland hay meadows (Alopecurus pratensis, Sanguisorba officinalis)",N,144413,Unk,144413,x,,,,D,,x,1,XX,2GD,U1,2GD,U2,2GD,U2,MTX,U2,D,U2,D,nc,nc,C,,,,U2,Unk,,,,,,,,,,Yes
EU28,BLS,6510,"Lowland hay meadows (Alopecurus pratensis, Sanguisorba officinalis)",N,4700,I,4700,aeq,408.27,,,S,408.27,aeq,0EQ,FV,2GD,XX,2GD,XX,2GD,U2,MTX,U2,Unk,FV,S,nong,nong,D,,,,FV,Unk,225,100,350,,,,33.27,8.27,58.27,Yes
EU28,MED,91AA,Eastern white oak woods,Y,140300,S,,mt,,614.03,6367.65,Unk,,mt,0MS,U1,0MS,U1,0MS,U2,0MS,U1,MTX,U2,Unk,U2,Unk,nc,nc,D,poor,poor,poor,U2,Unk,478.61,478.61,478.61,81.47,81.47,81.47,3640.84,353.95,5807.57,Yes
EU28,STE,91AA,Eastern white oak woods,Y,10800,S,10800,aeq,245,,,S,,mt,0MS,FV,0MS,U1,0MS,U1,0MS,U1,MTX,U1,S,U1,S,nc,nc,D,good,good,poor,U1,Unk,,,,,,,245,,,Yes
EU28,BLS,91AA,Eastern white oak woods,Y,4300,S,4300,aeq,17.64,17.64,17.64,S,17.64,aeq,0MS,FV,0MS,FV,0MS,FV,0MS,U1,MTX,U1,S,U1,S,nc,nc,D,poor,poor,poor,U1,S,17.64,17.64,17.64,,,,,,,Yes
EU28,CON,91AA,Eastern white oak woods,Y,82500,S,82500,aeq,,,,,,,1,FV,2GD,U2,2GD,U1,2GD,U1,MTX,U2,D,U2,Unk,nc,nong,C,,,,U2,,,,,,,,,,,Yes
EU28,ALP,91AA,Eastern white oak woods,Y,16900,D,16900,aeq,94.64,46,143.3,D,103.2,lt,1,U1,1,U1,2XA,FV,2XA,U1,MTX,U1,D,XX,Unk,nong,nong,C,poor,poor,good,XX,S,45.98,45.98,45.98,0,0,0,48.66,0,97.32,Yes
EU28,ALP,91I0,Euro-Siberian steppic woods with Quercus spp.,Y,14738,S,14738,aeq,38,38,38,S,38,aeq,0EQ,FV,0EQ,FV,2XA,U1,2XA,U1,MTX,U1,S,FV,S,nong,nc,D,,,,FV,Unk,10,10,10,3.62,3.62,3.62,24,24,24,Yes
EU28,STE,91I0,Euro-Siberian steppic woods with Quercus spp.,Y,35300,S,35300,aeq,748,748,748,S,748,aeq,0MS,FV,0MS,U2,0MS,U1,0MS,U1,MTX,U2,S,U2,S,nc,nc,D,,,,U2,S,648,648,648,100,100,100,,,,Yes
EU28,BLS,91I0,Euro-Siberian steppic woods with Quercus spp.,Y,3400,S,3400,aeq,90,,,S,90,aeq,0MS,FV,0MS,FV,0MS,FV,0MS,U1,MTX,U1,I,U1,S,nc,nong,B1,,,,U1,S,90,90,90,,,,,,,Yes
EU28,CON,91I0,Euro-Siberian steppic woods with Quercus spp.,Y,195200,S,195200,aeq,1919,1919,1919,S,1919,aeq,1,FV,1,FV,1,FV,2XA,U1,MTX,U1,I,U1,S,nc,nong,B1,,,,U1,S,1806,1780,1832,106,80,132,6,6,6,Yes
EU28,PAN,91I0,Euro-Siberian steppic woods with Quercus spp.,Y,39956,S,40166,lt,139,136,142,S,139,mmt,1,U1,1,U2,1,U2,2XA,U2,MTX,U2,D,U2,D,nc,nc,C,,,,U2,D,84,83,85,39,38,40,15,14,16,Yes
EU28,ALP,91R0,Dinaric dolomite Scots pine forests (Genisto januensis-Pinetum),N,2250,S,2250,aeq,63.49,63.49,63.49,S,63.49,aeq,0EQ,FV,0EQ,FV,0EQ,FV,0EQ,FV,MTX,FV,S,FV,S,nc,nc,A=,good,good,good,FV,S,61.99,60.49,63.49,1.5,0,3,,,,Yes
EU28,CON,91R0,Dinaric dolomite Scots pine forests (Genisto januensis-Pinetum),N,1631,S,,aeq,22,,,S,,aeq,0MS,FV,0MS,FV,0MS,FV,0MS,FV,MTX,FV,S,FV,S,nc,nc,A=,good,good,good,FV,S,,18,22,,,4,,,,Yes
EU28,STE,91Y0,Dacian oak and hornbeam forests,N,11800,S,,aeq,782,,,S,,mt,0MS,FV,0MS,U1,0MS,FV,0MS,FV,MTX,U1,S,U1,S,,,D,good,good,good,U1,S,,750,750,,31,31,,,,Yes
EU28,CON,91Y0,Dacian oak and hornbeam forests,N,130100,S,,aeq,4932,,,S,,mt,0MS,FV,0MS,U1,0MS,FV,0MS,FV,MTX,U1,S,U1,S,,,D,good,good,good,U1,S,,4779,4779,,153,153,,,,Yes
EU28,MED,9210,Apennine beech forests with Taxus and Ilex,Y,64000,I,,aeq,,1313.11,1454.12,S,,aeq,0MS,FV,0MS,FV,0MS,FV,0MS,XX,MTX,FV,S,FV,S,nc,nc,A=,unknown,unknown,unknown,FV,Unk,,1237.84,1237.84,,28.66,28.66,,16.81,16.81,Yes
EU28,CON,9210,Apennine beech forests with Taxus and Ilex,Y,21100,I,,aeq,,546.2,2134.27,D,,mmt,0MS,FV,0MS,U2,0MS,U1,0MS,U1,MTX,U2,D,U1,S,nong,nong,C,good,poor,poor,U1,D,,231.35,231.35,,10.92,10.92,,0.73,0.73,Yes
EU28,ALP,9210,Apennine beech forests with Taxus and Ilex,Y,5100,S,,aeq,,389.2,705.84,D,,mt,0MS,FV,0MS,U1,0MS,FV,0MS,FV,MTX,U1,D,FV,S,nong,nong,C,good,poor,good,FV,S,,389.2,389.2,,,,,,,Yes
EU28,ATL,9230,Galicio-Portuguese oak woods with Quercus robur and Quercus pyrenaica,N,95900,S,,aeq,6605.95,1637.45,11574.45,S,,lt,2XA,FV,2XA,FV,2XA,FV,2XA,U1,MTX,U1,S,XX,Unk,nong,nong,D,good,poor,poor,XX,Unk,,,,,,,,,,Yes
EU28,MED,9230,Galicio-Portuguese oak woods with Quercus robur and Quercus pyrenaica,N,296000,S,296000,x,6547.81,6547.81,6547.81,I,6547.81,mt,2XA,XX,2XA,U1,2XA,U1,2XA,FV,MTX,U1,I,XX,Unk,nong,nong,B2,unknown,good,good,XX,S,3635.8,3633.82,3637.78,2028.12,2028.05,2028.21,861.98,838.05,885.9,Yes
EU28,MMED,1140,Mudflats and sandflats not covered by seawater at low tide,N,18999,Unk,18999,x,4684.2,3984.1,5384.3,Unk,4684,x,1,XX,1,U2,2GD,XX,2GD,XX,MTX,U2,Unk,U1,Unk,nong,nc,D,unknown,bad,unknown,U2,Unk,,,,,,,,,,Yes
EU28,MATL,1140,Mudflats and sandflats not covered by seawater at low tide,N,119220,S,119220,aeq,11431.07,,,S,11431.07,aeq,0EQ,FV,2GD,XX,2GD,U2,2GD,U2,MTX,U2,S,U2,I,nc,nong,D,good,unknown,bad,U2,D,,,,,,,,,,Yes
EU28,MBAL,1140,Mudflats and sandflats not covered by seawater at low tide,N,76375,S,76375,aeq,651.07,640.91,661.23,S,651.07,aeq,0EQ,FV,0EQ,FV,1,U1,2XA,U1,MTX,U1,S,U1,D,nc,nong,D,good,good,poor,U1,S,375.83,367.72,383.93,58.96,50.86,67.07,216.29,216.29,216.29,Yes
EU28,MMAC,1140,Mudflats and sandflats not covered by seawater at low tide,N,300,Unk,300,x,100,100,300,Unk,100,x,0MS,XX,0MS,XX,0MS,XX,0MS,XX,MTX,XX,,XX,,nc,nc,D,unknown,unknown,unknown,XX,Unk,,,,,,,,,,Yes
EU28,MBLS,1140,Mudflats and sandflats not covered by seawater at low tide,N,5000,S,5000,aeq,2.67,2.42,2.92,S,2.67,aeq,1,XX,1,FV,2XA,U1,0EQ,U1,MTX,U1,D,U1,D,nc,nc,C,unknown,good,poor,U1,D,1.9,1.8,2,0.52,0.44,0.6,0.42288,0.42288,0.42288,Yes
EU28,ATL,1320,Spartina swards (Spartinion maritimae),N,33291.19,S,33291.19,mmt,123.6,122.38,124.82,S,123.6,mmt,1,U2,1,U2,2XA,FV,2XA,U1,MTX,U2,S,U2,S,nc,nc,D,bad,bad,good,U2,Unk,107.95,103.35,112.55,8.26,3.66,12.86,6.38,6.38,6.38,Yes
EU28,MED,1320,Spartina swards (Spartinion maritimae),N,8100,Unk,8100,aeq,,,,Unk,,,1,FV,2GD,XX,2GD,U2,2GD,XX,MTX,U2,Unk,XX,,nong,nong,D,good,unknown,bad,XX,D,,,,,,,,,,Yes
EU28,MAC,1320,Spartina swards (Spartinion maritimae),N,1400,S,1400,mt,1.07,0.5,2,S,1.07,mt,0MS,U1,0MS,U1,0MS,FV,0MS,U1,MTX,U1,S,U1,D,nc,nong,D,poor,poor,good,U1,S,0.65,0.3,1,0.65,0.3,1,0,0,0,Yes
EU28,CON,1320,Spartina swards (Spartinion maritimae),N,13656,I,13656,aeq,17.63,14.56,20.71,D,17.63,mt,1,FV,1,U2,2XA,U2,2XA,U2,MTX,U2,D,U2,D,nc,nc,C,good,bad,bad,U2,D,9.55,9.55,9.55,5.28,5.28,5.29,0.27,0.27,0.27,Yes
EU28,ATL,2140,Decalcified fixed dunes with Empetrum nigrum,Y,7723.72,S,7723.72,aeq,233.77,233.77,233.77,S,233.93,aeq,0EQ,FV,1,FV,2XA,U1,2XA,FV,MTX,U1,D,U1,S,nc,nong,C,good,poor,poor,U1,D,153.7,138.21,169.19,53.53,38.44,68.62,26.56,26.16,26.96,Yes
EU28,BOR,2140,Decalcified fixed dunes with Empetrum nigrum,Y,8087.3,D,8087.3,mt,3.35,3.28,3.41,Unk,3.85,mt,1,U1,1,U2,2XA,U2,2XA,U2,MTX,U2,D,U1,S,gen,gen,C,poor,bad,bad,U1,D,0.63,0.55,0.7,0.86,0.78,0.93,1.16,1.16,1.16,Yes
EU28,CON,2140,Decalcified fixed dunes with Empetrum nigrum,Y,6632,S,6632,aeq,79.28,79.14,79.42,S,81.18,aeq,0EQ,FV,1,U1,2XA,U1,2XA,U1,MTX,U1,D,U1,S,nc,nong,C,good,poor,poor,U1,D,50.91,41.87,59.94,28.27,19.23,37.3,0.11,0.11,0.11,Yes
EU28,BLS,2180,"Wooded dunes of the Atlantic, Continental and Boreal region",N,1900,U,1900,aeq,2.27,2.27,2.27,I,2.27,aeq,0MS,XX,0MS,FV,0MS,XX,0MS,U1,MTX,U1,Unk,U1,S,nc,nong,D,unknown,good,unknown,U1,Unk,0,0,0,0,0,0,2.27,2.27,2.27,Yes
EU28,CON,2180,"Wooded dunes of the Atlantic, Continental and Boreal region",N,15587,S,15587,aeq,185.49,184.08,186.9,S,185.49,aeq,0EQ,FV,0EQ,FV,2XA,U1,2XA,U1,MTX,U1,I,U1,S,nc,nong,B2,good,good,poor,U1,I,80.84,44.78,116.9,88.65,52.59,124.71,16,16,16,Yes
EU28,BOR,2180,"Wooded dunes of the Atlantic, Continental and Boreal region",N,44925.7,S,44925.7,aeq,762.71,704.42,821,S,762.71,mt,0EQ,FV,1,U1,2XA,U1,2XA,U1,MTX,U1,S,U2,D,nong,nong,D,good,poor,poor,U2,Unk,132.15,116.6,147.7,75.45,65.4,85.5,80.5,78,83,Yes
EU28,ATL,2180,"Wooded dunes of the Atlantic, Continental and Boreal region",N,16139,S,16139,aeq,,,,I,,,0EQ,FV,2GD,FV,2GD,U1,2GD,U1,MTX,U1,S,U1,S,nc,nc,D,good,good,poor,U1,Unk,,,,,,,,,,Yes
EU28,CON,2310,Dry sand heaths with Calluna and Genista,N,17096,D,17096,mt,27.38,24.92,29.83,D,27.38,mt,1,U1,1,U1,0EQ,U1,0EQ,U1,MTX,U1,D,U1,D,nc,nc,C,,poor,poor,U1,D,73.12,16.93,17.38,3.59,3.37,3.8,2.72,0.28,5.16,Yes
EU28,ATL,2310,Dry sand heaths with Calluna and Genista,N,33923,S,33923,mt,72.19,71.63,73.35,I,72.19,mmt,1,U1,2XA,U2,1,U2,2XA,U2,MTX,U2,D,U2,D,nc,nc,C,,,,U2,Unk,18.5,13.63,23.37,19.7,14.82,24.57,34,34,34,Yes
EU28,ATL,3110,Oligotrophic waters containing very few minerals of sandy plains (Littorelletalia uniflorae),N,103001.37,D,103001.37,,549.14,455.64,642.64,S,541.15,,1,FV,1,FV,2GD,U2,2GD,U2,MTX,U2,D,U2,D,nc,nc,C,,,,U2,,,,,,,,,,,Yes
EU28,CON,3110,Oligotrophic waters containing very few minerals of sandy plains (Littorelletalia uniflorae),N,21917,,,,69.02,68.88,69.23,S,69.02,,2XA,FV,1,FV,1,U1,2XA,U1,MTX,U1,S,U1,D,nc,nong,D,,,,U1,S,34.33,26.63,42.03,19.94,12.24,27.64,14.75,14.75,14.75,Yes
EU28,BOR,3110,Oligotrophic waters containing very few minerals of sandy plains (Littorelletalia uniflorae),N,407300,S,407300,aeq,16205,,,S,16205,aeq,0EQ,FV,0EQ,FV,0EQ,U1,0EQ,U1,MTX,U1,S,U1,I,nc,gen,D,good,good,poor,U1,S,12142.26,,,1117.24,,,2987.5,,,Yes
EU28,ALP,3110,Oligotrophic waters containing very few minerals of sandy plains (Littorelletalia uniflorae),N,26000,S,26000,,692,684.08,670,S,692.04,,1,FV,1,FV,2GD,FV,2GD,FV,MTX,FV,S,FV,S,nc,nc,A=,,,,FV,S,312.1,,,1.91,,,371.03,,,Yes
EU28,MED,3110,Oligotrophic waters containing very few minerals of sandy plains (Littorelletalia uniflorae),N,12000,,,,,,,,,,2GD,U1,2GD,U1,2GD,U1,2GD,U1,MTX,U1,D,U1,D,nc,nc,C,,,,U1,D,,,,,,,,,,Yes
EU28,MED,3180,Turloughs,Y,300,S,,x,2.3,,,S,,x,0MS,XX,0MS,XX,0MS,XX,0MS,XX,MTX,XX,Unk,,,nong,nong,D,,,,,S,,2.3,2.3,,,,,,,Yes
EU28,BOR,3180,Turloughs,Y,3000,S,3000,,1.9,,,S,1.9,,0MS,FV,0MS,FV,1,U1,0MS,FV,MTX,U1,S,U1,Unk,nc,nong,D,good,good,unknown,U1,S,0.3,,,0.2,,,1.4,,,Yes
