featuretype,country,region,featurecode,featurename,measures_needed,measures_status,measures_purpose,measures_location,measures_response,measures_info,use_for_statistics
species,HR,CON,1065,Euphydryas aurinia,Yes,ident,,,,"Measures for conservation of the species are included in watermanagement planing documents both inside and outside Natura2000 network. However, as there is no systematic monitoring, there is no adequate data to what extent are these measures really incorporated in watermanagement activities. Besides several obligations set in the Common Agricultural Policy, within Rural Development Programme there are measures available which contribute to the conservation of biodiversity of agricultural and forestry ecosystems, especially Agri-environment-climate measures. Although there is no measure focused directly on the species, there are several measures aimed at maintaining existing extensive agricultural practices and agricultural landscape features, e.g.  Preservation of high nature value grassland, which will probably have positive affect on the concerned species. However, Agri-environment-climate measures are volontary and their uptake is currently not at high level. Additionally, there is no systematic monitoring of the species, so there is no adequate data whether these measures are actually contributing to the species conservation status and to what extent are these measures really incorporated in agricultural activities.",Yes
species,HR,CON,1067,Lopinga achine,Yes,ident,,,,"Besides several obligations set in the Common Agricultural Policy, within Rural Development Programme there are measures available which contribute to the conservation of biodiversity of agricultural and forestry ecosystems, especially Agri-environment-climate measures. Although there is no measure focused directly on the species, there are several measures aimed at maintaining existing extensive agricultural practices and agricultural landscape features, e.g.  Preservation of high nature value grassland, which will probably have positive affect on the concerned species. However, Agri-environment-climate measures are volontary and their uptake is currently not at high level. Additionally, there is no systematic monitoring of the species, so there is no adequate data whether these measures are actually contributing to the species conservation status and to what extent are these measures really incorporated in agricultural activities. Conservation objectives and conservation measures for Natura 2000 target species are included in Forestry management plans together with activities for reaching conservation objectives and are considered Natura2000 management plans. These measures could contribute to the conservation status of also this species. However, as there is no systematic monitoring, there is no adequate data to what extent are these measures really contributing to the species conservation status.",Yes
species,HR,CON,1109,Thymallus thymallus,Yes,ident,,,lonTerm,,Yes
species,HR,CON,1157,Gymnocephalus schraetzer,Yes,ident,,,,,Yes
species,HR,CON,1203,Hyla arborea,Yes,ident,,,,,Yes
species,HR,CON,1292,Natrix tessellata,Yes,ident,,,,,Yes
species,HR,CON,1355,Lutra lutra,Yes,ident,,,,,Yes
species,HR,CON,1357,Martes martes,No,,,,,,Yes
species,HR,CON,5085,Barbus barbus,Yes,ident,,,lonTerm,"Population is shared by EU and non EU coutries.
Pressure and threat that comme from non EU is sediment excavation without control from the Danube River (Srbia) and the Sava River (Bosnia and Herzegovina).",Yes
species,HR,CON,6962,Bufotes viridis Complex,Yes,ident,,,,,Yes
species,HR,MED,1065,Euphydryas aurinia,Yes,ident,,,,"Measures for conservation of the species are included in watermanagement planing documents both inside and outside Natura2000 network. However, as there is no systematic monitoring, there is no adequate data to what extent are these measures really incorporated in watermanagement activities. Besides several obligations set in the Common Agricultural Policy, within Rural Development Programme there are measures available which contribute to the conservation of biodiversity of agricultural and forestry ecosystems, especially Agri-environment-climate measures. Although there is no measure focused directly on the species, there are several measures aimed at maintaining existing extensive agricultural practices and agricultural landscape features, e.g.  Preservation of high nature value grassland, which will probably have positive affect on the concerned species. However, Agri-environment-climate measures are volontary and their uptake is currently not at high level. Additionally, there is no systematic monitoring of the species, so there is no adequate data whether these measures are actually contributing to the species conservation status and to what extent are these measures really incorporated in agricultural activities.",Yes
species,HR,MED,1067,Lopinga achine,Yes,ident,,,,"Besides several obligations set in the Common Agricultural Policy, within Rural Development Programme there are measures available which contribute to the conservation of biodiversity of agricultural and forestry ecosystems, especially Agri-environment-climate measures. Although there is no measure focused directly on the species, there are several measures aimed at maintaining existing extensive agricultural practices and agricultural landscape features, e.g.  Preservation of high nature value grassland, which will probably have positive affect on the concerned species. However, Agri-environment-climate measures are volontary and their uptake is currently not at high level. Additionally, there is no systematic monitoring of the species, so there is no adequate data whether these measures are actually contributing to the species conservation status and to what extent are these measures really incorporated in agricultural activities. Conservation objectives and conservation measures for Natura 2000 target species are included in Forestry management plans together with activities for reaching conservation objectives and are considered Natura2000 management plans. These measures could contribute to the conservation status of also this species. However, as there is no systematic monitoring, there is no adequate data to what extent are these measures really contributing to the species conservation status.",Yes
species,HR,MED,1092,Austropotamobius pallipes,Yes,ident,,,,"Measures for conservation of the species are included in watermanagement planing documents both inside and outside Natura2000 network. However, as there is no systematic monitoring, there is no adequate data to what extent are these measures really incorporated in watermanagement activities.",Yes
species,HR,MED,1097,Lethenteron zanandreai,Yes,ident,,,lonTerm,,Yes
species,HR,MED,1203,Hyla arborea,Yes,ident,,,,,Yes
species,HR,MED,1217,Testudo hermanni,Yes,ident,,,,,Yes
species,HR,MED,1355,Lutra lutra,Yes,ident,,,,,Yes
species,HR,MED,1357,Martes martes,No,,,,,,Yes
species,HR,MED,6338,Dinaromys bogdanovi,Yes,notIdent,,,,,Yes
species,HR,MED,6343,Aulopyge huegelii,Yes,ident,,,,,Yes
species,HR,MED,6351,Degenia velebitica,Yes,ident,,,,,Yes
species,HR,MED,6902,Cobitis dalmatina,Yes,ident,,,,,Yes
species,HR,MED,6962,Bufotes viridis Complex,Yes,ident,,,,,Yes
species,HR,MMED,2030,Grampus griseus,No,,,,,,No
species,HU,PAN,1040,Stylurus flavipes,No,,,,,,Yes
species,HU,PAN,1305,Rhinolophus euryale,Yes,taken,maintain,in,medTerm,,Yes
species,HU,PAN,1320,Myotis brandtii,No,,,,,,Yes
species,HU,PAN,1363,Felis silvestris,No,,,,,,Yes
species,HU,PAN,1409,Sphagnum spp.,No,,,,,,Yes
species,HU,PAN,4015,Carabus zawadzkii,No,,,,,,Yes
species,HU,PAN,5347,Sabanejewia bulgarica,Yes,ident,,,medTerm,,Yes
species,HU,PAN,6145,Romanogobio uranoscopus,Yes,ident,,,medTerm,,Yes
species,IE,ATL,1314,Myotis daubentonii,No,,,,,,Yes
species,IE,ATL,1528,Saxifraga hirculus,Yes,ident,,,,"The following conservation measures are recommended to restore the habitat for the species within the Natura 2000 network but are not yet being taken: 
CA04: Reinstate appropriate agricultural practices to address abandonment, including mowing, grazing, burning or equivalent measures – to counteract pressure A06 at Bellacorick, Largan More A and Sheskin A & B. Specifically this refers to optimising sheep grazing in undergrazed areas to discourage the establishment of negative species and to prevent vegetation from becoming too tall or rank for Saxifraga hirculus; and discontinuing cattle grazing in fragile Saxifraga hirculus habitat.
CB14: Manage drainage and irrigation operations and infrastructures (in relation to forestry) – to counteract pressure B27 at Bellacorick and Ox Mountains A, B & C. Specifically this refers to managing drainage operations and infrastructures as well as managing or restoring the hydrological regime of drained forest areas. The management of drainage and irrigation can include the possible cessation of these activities. Measures proposed include blocking drains in exploited forestry and peat bog areas adjacent to Saxifraga hirculus to raise the water table. This measure also includes restoring freshwater habitats impacted by changes of hydrological functioning due to drainage for forestry.
CC02: Adapt/manage exploitation of energy resources – to counteract pressure C05 in the vicinity of Ox Mountains A. Specifically this relates to adapting/managing (including stopping/avoiding) peat extraction.
CC07: Habitat restoration/creation from resources, exploitation areas or areas damaged due to installation of renewable energy infrastructure – to counteract pressure C05 at Bellacorick. Specifically this refers to restoration of land previously used or drained for peat extraction to Annex I habitat or Saxifraga hirculus habitat. This includes both active and passive restoration.
While all known Saxifraga hirculus populations are within the SAC network, pressures on the populations come from impacts both inside and outside of the immediate habitat of the species, as well as outside of the SAC network, e.g. in coniferous forestry or blanket bog adjacent to or surrounding the species’ habitat, particularly where drainage is involved.
The measures would be expected to improve the situation over the next one or two reporting periods. Many of the sites are relatively small, so changes would not necessarily be required on a large scale, although the measures designed to improve hydrology would need to be carefully assessed and overseen by a hydrogeologist to ensure that they would take effect in the correct area.
Management practices that are currently taking place as  part of normal farming practice, such as sheep grazing,  have not been included as “Measures identified and taken” as they have not been actively introduced as a specific conservation action for Saxifraga hirculus.",Yes
species,IE,MATL,1364,Halichoerus grypus,Yes,taken,maintain,inOut,medTerm,"All measures taken during the reporting period are designed to ensure the maintenance of grey seal at a favourable conservation status in Ireland and to ensure that the conservation provisions for this species, as underpinned by Article 6 of the Habitats Directive in particular, are robustly implemented including via national legislation (EC Birds and Natural Habitats Regulations S.I. No. 477/2011, Wildlife Acts 1976-2012, etc.).",Yes
species,IE,MATL,2038,Mesoplodon bidens,No,,,,,,Yes
species,IE,MATL,2618,Balaenoptera acutorostrata,No,,,,,,Yes
species,IT,ALP,1015,Vertigo genesii,Yes,ident,,,,,Yes
species,IT,ALP,1140,Chondrostoma soetta,Yes,taken,maintain,in,medTerm,LIFE15/NAT/IT/000823 IdroLIFE - Conservation and management of freshwater fauna of EU interest within the ecological corridors of Verbano-Cusio-Ossola,Yes
species,IT,ALP,1175,Salamandrina terdigitata,Yes,taken,maintain,in,medTerm,"Regions which adopted the measures: Lazio, Abruzzo",Yes
species,IT,ALP,1283,Coronella austriaca,No,,,,,,Yes
species,IT,ALP,1764,Artemisia genipi,Yes,notIdent,,,,,Yes
species,IT,ALP,1900,Spiranthes aestivalis,No,,,,,,Yes
species,RO,STE,2484,Eudontomyzon mariae,Yes,taken,increase,in,medTerm,,Yes
species,RO,STE,4053,Paracaloptenus caloptenoides,No,,,,,,Yes
species,RO,STE,5085,Barbus barbus,Yes,taken,maintain,in,medTerm,Management plan Parcul Natural Balta Mic? a Br?ilei,Yes
species,RO,STE,6908,Morimus asper funereus,Yes,taken,maintain,in,medTerm,,Yes
species,RO,STE,6938,Pelophylax ridibundus,No,,,,,,Yes
species,SE,ALP,1528,Saxifraga hirculus,No,,,,,,Yes
species,SE,ALP,1933,Hesperia comma catena,Yes,notIdent,,,,"There is no species action plan for this butterfly in Sweden. Climate change, and the related changes in habitat is assumed to be a major threat in the future. Measures that mitigate the effects of climate change is maybe possible.",Yes
species,SE,ALP,6353,Coregonus lavaretus Complex,No,,,,,,Yes
species,SE,BOR,1042,Leucorrhinia pectoralis,No,,,,,,Yes
species,SE,BOR,1058,Maculinea arion,Yes,ident,,,medTerm,There is a species action plan for Phengaris arion in Sweden. Measures have been taken to strengthen the populations. Mainly restauration of habitat (clearing and grazing).  A majority of suitable measures have not yet been implemented even though some have begun.  So "none yet taken" is an understatement.,Yes
species,SE,BOR,1081,Dytiscus latissimus,No,,,,,,Yes
species,SE,BOR,1341,Muscardinus avellanarius,No,,,,,,Yes
species,SE,BOR,1354,Ursus arctos,No,,,,,,Yes
species,SE,BOR,1400,Leucobryum glaucum,No,,,,,,Yes
species,SE,BOR,1920,Boros schneideri,Yes,ident,,,lonTerm,"The species is included in a species action program for beetles dependent on recently dead pine. The island Gotska Sandön was earlier the only known locality in Sweden, but recently two new areas are found in middle Sweden. The biology of the species is scarcely known, however a significantly higher degree of forestry considerations and appropriate disturbance regimes would improve the situation for the species. A majority of the proposed measures have not yet been implemented even though some have begun.",Yes
species,SE,BOR,1925,Pytho kolwensis,Yes,ident,,,lonTerm,"The species has a species action program. The action plan suggests 1) inventories/monitoring, 2) revision of management plans in areas with P. kolwensis, 3) protection, 4) study distribution capacity, 5) restoration and creation of new habitats by filling ditches. A majority of the proposed measures have not yet been implemented even though some have begun.  So ""none yet taken"" is an understatement.",Yes
species,SE,BOR,1983,Hamatocaulis lapponicus,Yes,ident,,,lonTerm,,Yes
species,SE,CON,1048,Aeshna viridis,No,,,,,,Yes
species,SE,CON,1056,Parnassius mnemosyne,Yes,taken,restore,out,lonTerm,"There is a species action plan for Parnassius mnemosyne in Sweden.  Significant measures have been taken to strengthen the populations. Mainly restauration of habitat (clearing and grazing). Replantation of the species has also been done. Despite measures, the population trend for the species is negative. However, the decline would be more severe without measures. The conservation measures often work in a relatively short time but need to be repeated regularly for a long time to achieve a clear change in the trend.",Yes
species,SE,CON,1188,Bombina bombina,Yes,taken,expand,inOut,medTerm,"There are lots of measures that benefits B. bombina, mostly related to habitat restoration. The invasive species that may threathen the population is chytridomycosis.",Yes
species,SE,CON,1331,Nyctalus leisleri,No,,,,,,Yes
species,SE,CON,1988,Tortella rigens,Yes,ident,,,lonTerm,"CA03, CA04, CA09",Yes
species,SE,CON,5009,Pipistrellus pygmaeus,No,,,,,,Yes
species,SI,ALP,1014,Vertigo angustior,Yes,taken,maintain,in,lonTerm,,Yes
species,SI,ALP,1053,Zerynthia polyxena,No,,,,,,Yes
species,SI,ALP,1256,Podarcis muralis,No,,,,,,Yes
species,SI,ALP,1329,Plecotus austriacus,No,,,,,,Yes
species,SI,ALP,1341,Muscardinus avellanarius,No,,,,,,Yes
species,SI,ALP,1400,Leucobryum glaucum,No,,,,,,Yes
species,SI,ALP,4117,Hladnikia pastinacifolia,Yes,ident,,,,,Yes
species,SI,ALP,5197,Sabanejewia balcanica,Yes,ident,,,,,Yes
species,SI,CON,1050,Saga pedo,No,,,,,,Yes
species,SI,CON,1056,Parnassius mnemosyne,No,,,,,,Yes
species,SI,CON,1082,Graphoderus bilineatus,Yes,ident,,,,"in preparation - ESRR Mura - obnova habitata
in preparation - LIFE+ Ra?ki ribniki",Yes
species,SI,CON,1160,Zingel streber,Yes,ident,,,,,Yes
species,SI,CON,1167,Triturus carnifex,Yes,taken,restore,inOut,medTerm,,Yes
species,SI,CON,1303,Rhinolophus hipposideros,Yes,taken,restore,inOut,medTerm,,Yes
species,SI,CON,1307,Myotis blythii,No,,,,,,Yes
species,SI,CON,1323,Myotis bechsteinii,No,,,,,,Yes
species,SI,CON,1328,Nyctalus lasiopterus,No,,,,,,Yes
species,SI,CON,1354,Ursus arctos,Yes,taken,maintain,inOut,srtTerm,"CF12 relates to protection measures for preventing bear access to anthropogenic food sources by distributing bear-resistant garbage cans and compost bins. 

CA16 relates to reducing the number of conflicts in agriculture by distributing and subsidizing measures to protect livestock (e.g. electric fences, guarding dogs).",Yes
species,SI,CON,4108,Primula carniolica,No,,,,,,Yes
species,SI,CON,5670,Hierophis viridiflavus,No,,,,,,Yes
species,SI,CON,6147,Telestes souffia,Yes,ident,,,,,Yes
species,SI,MMED,1349,Tursiops truncatus,Yes,ident,,,,,Yes
species,SK,ALP,1037,Ophiogomphus cecilia,Yes,taken,maintain,inOut,lonTerm,,Yes
species,SK,ALP,1059,Maculinea teleius,Yes,taken,maintain,inOut,lonTerm,,Yes
species,SK,ALP,1400,Leucobryum glaucum,Yes,taken,maintain,inOut,lonTerm,,Yes
species,SK,ALP,4052,Odontopodisma rubripes,Yes,taken,maintain,inOut,lonTerm,,Yes
species,SK,ALP,6166,Scapania carinthiaca,Yes,ident,,,,,No
species,SK,ALP,6948,Pontechium maculatum subsp. maculatum,Yes,taken,maintain,inOut,lonTerm,,Yes
species,SK,PAN,1076,Proserpinus proserpina,Yes,taken,maintain,inOut,lonTerm,,Yes
species,SK,PAN,1079,Limoniscus violaceus,Yes,taken,maintain,inOut,lonTerm,,Yes
species,SK,PAN,1105,Hucho hucho,Yes,taken,maintain,inOut,lonTerm,,Yes
species,SK,PAN,1304,Rhinolophus ferrumequinum,Yes,taken,maintain,inOut,lonTerm,,Yes
species,SK,PAN,1324,Myotis myotis,Yes,taken,maintain,inOut,lonTerm,,Yes
species,SK,PAN,1327,Eptesicus serotinus,Yes,taken,maintain,inOut,lonTerm,,Yes
species,SK,PAN,1358,Mustela putorius,Yes,taken,maintain,inOut,lonTerm,,Yes
species,SK,PAN,2487,Acipenser ruthenus,Yes,ident,,,,Artificial propagation and stocking,Yes
species,SK,PAN,4004,Microtus oeconomus mehelyi,Yes,taken,maintain,inOut,lonTerm,,Yes
species,SK,PAN,4014,Carabus variolosus,Yes,taken,maintain,inOut,lonTerm,,Yes
